Lake,Population,Family,Source,Cup#,Ploidy,SexAsex,G1Label,Grandbaby,FinalLength,AgeAtMaturity,GrowthPerDay3mm,Growthperday3toReproduction,DiedOrReproduced
Gunn,Gunn14,GN14-159,Lab,159,Tetraploid,Asex,GN14-159E,GN14-159E-GB,5.528,383,0.010490,0.0570,GRANDBABY
Haupiri,Haupiri,,Field,121,Diploid,Sex,,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Haupiri,Haupiri,HP124,Field,124,Tetraploid,Asex,HP124B,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Haupiri,Haupiri,HP124,Field,124,Tetraploid,Asex,HP124D,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Haupiri,Haupiri,HP124,Field,124,Tetraploid,Asex,HP124E,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Haupiri,Haupiri,HP124,Field,124,Tetraploid,Asex,HP124F,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Haupiri,Haupiri,HP124,Field,124,Tetraploid,Asex,HP124H,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Haupiri,Haupiri,HP124,Field,124,Tetraploid,Asex,HP124C,HP124C-GB,4.291,301,0.018519,0.0309,GRANDBABY
Haupiri,Haupiri,HP124,Field,124,Tetraploid,Asex,HP124G,HP124G-GB,4.775,361,0.027778,0.0189,GRANDBABY
Haupiri,Haupiri,HP124,Field,124,Tetraploid,Asex,HP124A,HPI124A-GB,4.705,362,0.011538,0.0461,GRANDBABY
Haupiri,Haupiri,HP125,Field,125,Triploid,Asex,HP125B,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Haupiri,Haupiri,HP125,Field,125,Triploid,Asex,HP125C,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Haupiri,Haupiri,HP125,Field,125,Triploid,Asex,HP125D,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Haupiri,Haupiri,HP125,Field,125,Triploid,Asex,HP125E,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Haupiri,Haupiri,HP125,Field,125,Triploid,Asex,HP125F,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Haupiri,Haupiri,HP125,Field,125,Triploid,Asex,HP125G,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Haupiri,Haupiri,HP125,Field,125,Triploid,Asex,HP125H,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Haupiri,Haupiri,HP125,Field,125,Triploid,Asex,HP125A,HP125A-GB,5.711,423,0.008772,0.0705,GRANDBABY
Haupiri,Haupiri,HP126,Field,126,Triploid,Asex,HP126B,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Haupiri,Haupiri,HP126,Field,126,Triploid,Asex,HP126C,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Haupiri,Haupiri,HP126,Field,126,Triploid,Asex,HP126D,,#NULL!,#NULL!,0.014706,#NULL!,DEAD
Haupiri,Haupiri,HP126,Field,126,Triploid,Asex,HP126E,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Haupiri,Haupiri,HP126,Field,126,Triploid,Asex,HP126G,HP126G-GB,5.140,149,0.035294,0.0803,GRANDBABY
Haupiri,Haupiri,HP126,Field,126,Triploid,Asex,HP126H,HP126H-GB,5.453,336,0.012658,0.0551,GRANDBABY
Haupiri,Haupiri,HP126,Field,126,Triploid,Asex,HP126F,HP126F-GB,5.179,406,#NULL!,#NULL!,GRANDBABY
Haupiri,Haupiri,HP126,Field,126,Triploid,Asex,HP126A,HP126A-GB,4.850,628,0.005848,#NULL!,GRANDBABY
Haupiri,Haupiri,HP129,Field,129,Triploid,Asex,HP129A,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Haupiri,Haupiri,HP129,Field,129,Triploid,Asex,HP129B,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Haupiri,Haupiri,HP129,Field,129,Triploid,Asex,HP129E,,#NULL!,#NULL!,0.037500,#NULL!,DEAD
Haupiri,Haupiri,HP129,Field,129,Triploid,Asex,HP129G,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Haupiri,Haupiri,HP129,Field,129,Triploid,Asex,HP129C,HP129C-GB,5.115,171,0.030928,0.0691,GRANDBABY
Haupiri,Haupiri,HP129,Field,129,Triploid,Asex,HP129D,HP129D-GB,#NULL!,187,#NULL!,#NULL!,GRANDBABY
Haupiri,Haupiri,HP129,Field,129,Triploid,Asex,HP129F,HP129F-GB,4.200,286,0.022059,0.0280,GRANDBABY
Haupiri,Haupiri,HP129,Field,129,Triploid,Asex,HP129H,HP129H-GB,4.471,324,0.022059,0.0238,GRANDBABY
Heron,Heron,HR61,Field,61,Triploid,Asex,HR61D,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR61,Field,61,Triploid,Asex,HR61F,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR61,Field,61,Triploid,Asex,HR61G,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR61,Field,61,Triploid,Asex,HR61H,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR61,Field,61,Triploid,Asex,HR61E,HR61E-GB,4.686,240,0.021898,0.0455,GRANDBABY
Heron,Heron,HR61,Field,61,Triploid,Asex,HR61D1,HR61D1-GB,4.731,250,0.013889,0.1391,GRANDBABY
Heron,Heron,HR61,Field,61,Triploid,Asex,HR61C,HR61C-GB,4.721,262,0.025424,0.0328,GRANDBABY
Heron,Heron,HR61,Field,61,Triploid,Asex,HR61E,HR61E-GB,5.027,306,0.023622,0.0281,GRANDBABY
Heron,Heron,HR61,Field,61,Triploid,Asex,HR61C,HR61C-GB,4.405,308,0.012876,0.0587,GRANDBABY
Heron,Heron,HR61,Field,61,Triploid,Asex,HR61B,HR61B-GB,4.584,335,0.014151,0.0373,GRANDBABY
Heron,Heron,HR61,Field,61,Triploid,Asex,HR61A,HR61A-GB,5.592,338,0.011152,0.0810,GRANDBABY
Heron,Heron,HR62,Field,62,Triploid,Asex,HR62B,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR62,Field,62,Triploid,Asex,HR62D,,#NULL!,#NULL!,0.026549,#NULL!,DEAD
Heron,Heron,HR62,Field,62,Triploid,Asex,HR62A,HR62A-GB,5.020,142,0.041096,0.0728,GRANDBABY
Heron,Heron,HR62,Field,62,Triploid,Asex,HR62C,HR62C-GB,5.051,161,0.030303,0.0815,GRANDBABY
Heron,Heron,HR62,Field,62,Triploid,Asex,HR62F,HR62F-GB,#NULL!,163,0.020000,#NULL!,GRANDBABY
Heron,Heron,HR62,Field,62,Triploid,Asex,HR62E,HR62E-GB,3.645,210,0.035294,0.0292,GRANDBABY
Heron,Heron,HR62,Field,62,Triploid,Asex,HR62H,HR62H-GB,4.327,254,0.020000,0.0416,GRANDBABY
Heron,Heron,HR62,Field,62,Triploid,Asex,HR62G,HR62G-GB,4.466,282,0.024590,0.0279,GRANDBABY
Heron,Heron,HR63,Field,63,Tetraploid,Asex,HR63H,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR63,Field,63,Tetraploid,Asex,HR63B,,4.844,#NULL!,0.018519,#NULL!,DEAD
Heron,Heron,HR63,Field,63,Tetraploid,Asex,HR63D,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR63,Field,63,Tetraploid,Asex,HR63E,HR63E-GB,5.081,152,0.025424,0.1494,GRANDBABY
Heron,Heron,HR63,Field,63,Tetraploid,Asex,HR63E,HR63E-GB,5.134,152,0.025424,#NULL!,GRANDBABY
Heron,Heron,HR63,Field,63,Tetraploid,Asex,HR63A,HR63A-GB,5.225,316,0.025862,0.0261,GRANDBABY
Heron,Heron,HR63,Field,63,Tetraploid,Asex,HR63F,HR63F-GB,5.119,366,0.028846,0.0195,GRANDBABY
Heron,Heron,HR63,Field,63,Tetraploid,Asex,HR63G,HR63G-GB,5.147,395,0.016393,0.0243,GRANDBABY
Heron,Heron,HR63,Field,63,Tetraploid,Asex,HR63C,HR63C-GB,6.325,406,0.028302,0.0211,GRANDBABY
Heron,Heron,HR64,Field,64,Triploid,Asex,HR64A,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR64,Field,64,Triploid,Asex,HR64B,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR64,Field,64,Triploid,Asex,HR64F,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR64,Field,64,Triploid,Asex,HR64H,HR64H-GB,5.215,201,0.023810,0.0695,GRANDBABY
Heron,Heron,HR64,Field,64,Triploid,Asex,HR64C,HR64C-GB,5.816,229,0.019608,0.0765,GRANDBABY
Heron,Heron,HR64,Field,64,Triploid,Asex,HR64A,HR64A-GB,5.568,250,0.022388,0.0480,GRANDBABY
Heron,Heron,HR64,Field,64,Triploid,Asex,HR64D,HR64D-GB,6.103,334,0.019608,0.0337,GRANDBABY
Heron,Heron,HR64,Field,64,Triploid,Asex,HR64E,HR64E-GB,6.046,334,0.019608,0.0334,GRANDBABY
Heron,Heron,HR64,Field,64,Triploid,Asex,HR64G,HR64G-GB,4.993,423,0.012658,0.0268,GRANDBABY
Heron,Heron,HR65,Field,65,Triploid,Asex,HR65D,,#NULL!,#NULL!,0.032609,#NULL!,DEAD
Heron,Heron,HR65,Field,65,Triploid,Asex,HR65A,HR65A-GB,5.474,252,0.025000,0.0415,GRANDBABY
Heron,Heron,HR65,Field,65,Triploid,Asex,HR65B,HR65B-GB,4.888,317,0.020000,0.0293,GRANDBABY
Heron,Heron,HR65,Field,65,Triploid,Asex,HR65C,HR65C-GB,5.323,332,0.019481,0.0299,GRANDBABY
Heron,Heron,HR66,Field,66,Triploid,Asex,HR66B,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR66,Field,66,Triploid,Asex,HR66C,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR66,Field,66,Triploid,Asex,HR66D,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR66,Field,66,Triploid,Asex,HR66E,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR66,Field,66,Triploid,Asex,HR66F,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR66,Field,66,Triploid,Asex,HR66G,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR66,Field,66,Triploid,Asex,HR66H,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR66,Field,66,Triploid,Asex,HR66A,HR66A1-GB,#NULL!,350,0.009119,#NULL!,GRANDBABY
Heron,Heron,HR66,Field,66,Triploid,Asex,HR66A,HR66A-GB,4.048,350,0.015152,0.0266,GRANDBABY
Heron,Heron,HR67,Field,67,Triploid,Asex,HR67A,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR67,Field,67,Triploid,Asex,HR67B,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR67,Field,67,Triploid,Asex,HR67C,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR67,Field,67,Triploid,Asex,HR67E,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR67,Field,67,Triploid,Asex,HR67F,HR67F-GB,6.106,218,0.025000,0.0623,GRANDBABY
Heron,Heron,HR67,Field,67,Triploid,Asex,HR67H,HR67H-GB,5.063,266,0.017964,0.0511,GRANDBABY
Heron,Heron,HR67,Field,67,Triploid,Asex,HR67D,HR67D-GB,5.654,288,0.017647,0.0479,GRANDBABY
Heron,Heron,HR68,Field,68,Triploid,Asex,HR68A,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR68,Field,68,Triploid,Asex,HR68C,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR68,Field,68,Triploid,Asex,HR68D,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR68,Field,68,Triploid,Asex,HR68E,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR68,Field,68,Triploid,Asex,HR68F,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR68,Field,68,Triploid,Asex,HR68H,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR68,Field,68,Triploid,Asex,HR68G,HR68G-GB,5.504,335,#NULL!,#NULL!,GRANDBABY
Heron,Heron,HR68,Field,68,Triploid,Asex,HR68B,HR68B-GB,4.412,538,0.008850,#NULL!,GRANDBABY
Heron,Heron,HR69,Field,69,Triploid,Asex,HR69A,HR69A-GB,4.921,683,0.008197,0.0155,GRANDBABY
Heron,Heron,HR70,Field,70,Triploid,Asex,HR70B,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR70,Field,70,Triploid,Asex,HR70D,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR70,Field,70,Triploid,Asex,HR70E,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR70,Field,70,Triploid,Asex,HR70F,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR70,Field,70,Triploid,Asex,HR70G,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR70,Field,70,Triploid,Asex,HR70H,,#NULL!,#NULL!,0.021277,#NULL!,DEAD
Heron,Heron,HR70,Field,70,Triploid,Asex,HR70C,HR70C-GB,#NULL!,187,#NULL!,#NULL!,GRANDBABY
Heron,Heron,HR70,Field,70,Triploid,Asex,HR70A,HR70A-GB,5.113,215,0.021277,#NULL!,GRANDBABY
Heron,Heron,HR72,Field,72,Triploid,Asex,HR72A,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR72,Field,72,Triploid,Asex,HR72B,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR72,Field,72,Triploid,Asex,HR72F,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR72,Field,72,Triploid,Asex,HR72F,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR72,Field,72,Triploid,Asex,HR72E,HR72E-GB,5.493,178,0.030928,0.0678,GRANDBABY
Heron,Heron,HR72,Field,72,Triploid,Asex,HR72H,HR72H-GB,5.340,341,0.014151,0.0414,GRANDBABY
Heron,Heron,HR72,Field,72,Triploid,Asex,HR72G,HR72G-GB,5.407,353,0.014354,0.0375,GRANDBABY
Heron,Heron,HR72,Field,72,Triploid,Asex,HR72D,HR72D-GB,5.288,361,0.033333,0.0195,GRANDBABY
Heron,Heron,HR72,Field,72,Triploid,Asex,HR72C,HR72C-GB,4.949,380,0.020270,0.0213,GRANDBABY
Heron,Heron,HR73,Field,73,Triploid,Asex,HR73A,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR73,Field,73,Triploid,Asex,HR73B,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR73,Field,73,Triploid,Asex,HR73C,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR73,Field,73,Triploid,Asex,HR73D,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR73,Field,73,Triploid,Asex,HR73E,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR73,Field,73,Triploid,Asex,HR73E,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR73,Field,73,Triploid,Asex,HR73F,HR73F-GB,4.781,210,0.030303,0.0431,GRANDBABY
Heron,Heron,HR73,Field,73,Triploid,Asex,HR73G,HR73G-GB,4.503,236,0.023622,0.0413,GRANDBABY
Heron,Heron,HR73,Field,73,Triploid,Asex,HR73H,HR73H-GB,4.670,254,0.016216,0.0677,GRANDBABY
Heron,Heron,HR73,Field,73,Triploid,Asex,HR73D,HR73D-GB,4.313,305,0.014085,0.0469,GRANDBABY
Heron,Heron,HR73,Field,73,Triploid,Asex,HR73C,HR73C-GB,4.885,334,0.013043,0.0470,GRANDBABY
Heron,Heron,HR74,Field,74,Triploid,Asex,HR74A,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR74,Field,74,Triploid,Asex,HR74B,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR74,Field,74,Triploid,Asex,HR74C,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR74,Field,74,Triploid,Asex,HR74D,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR74,Field,74,Triploid,Asex,HR74E,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR74,Field,74,Triploid,Asex,HR74G,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR74,Field,74,Triploid,Asex,HR74H,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR74,Field,74,Triploid,Asex,HR74F,HR74F-GB,4.272,301,#NULL!,#NULL!,GRANDBABY
Heron,Heron,HR75,Field,75,Triploid,Asex,HR75A,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR75,Field,75,Triploid,Asex,HR75D,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR75,Field,75,Triploid,Asex,HR75E,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR75,Field,75,Triploid,Asex,HR75F,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR75,Field,75,Triploid,Asex,HR75G,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR75,Field,75,Triploid,Asex,HR75H,HR75H-GB,#NULL!,231,0.019108,#NULL!,GRANDBABY
Heron,Heron,HR75,Field,75,Triploid,Asex,HR75C,HR75C-GB,5.265,236,0.018987,0.0675,GRANDBABY
Heron,Heron,HR75,Field,75,Triploid,Asex,HR75B,HR75B-GB,4.509,350,0.034483,0.0171,GRANDBABY
Heron,Heron,HR76,Field,76,Triploid,Asex,HR76A,,#NULL!,#NULL!,0.016216,#NULL!,DEAD
Heron,Heron,HR76,Field,76,Triploid,Asex,HR76C,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR76,Field,76,Triploid,Asex,HR76B,HR76B-GB,5.657,245,0.018293,0.0698,GRANDBABY
Heron,Heron,HR77,Field,77,Triploid,Asex,HR77A,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR77,Field,77,Triploid,Asex,HR77D,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR77,Field,77,Triploid,Asex,HR77E,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR77,Field,77,Triploid,Asex,HR77F,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR77,Field,77,Triploid,Asex,HR77G,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR77,Field,77,Triploid,Asex,HR77H,HR77H-GB,#NULL!,210,0.018405,#NULL!,GRANDBABY
Heron,Heron,HR78,Field,78,Triploid,Asex,HR78A,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR78,Field,78,Triploid,Asex,HR78A,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR78,Field,78,Triploid,Asex,HR78B,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR78,Field,78,Triploid,Asex,HR78B,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR78,Field,78,Triploid,Asex,HR78C,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR78,Field,78,Triploid,Asex,HR78C,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR78,Field,78,Triploid,Asex,HR78D,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR78,Field,78,Triploid,Asex,HR78D,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR78,Field,78,Triploid,Asex,HR78E,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR78,Field,78,Triploid,Asex,HR78F,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR78,Field,78,Triploid,Asex,HR78F,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR78,Field,78,Triploid,Asex,HR78G,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR78,Field,78,Triploid,Asex,HR78G,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR78,Field,78,Triploid,Asex,HR78H,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR78,Field,78,Triploid,Asex,HR78H,HR78H-GB,5.080,219,0.025862,0.0493,GRANDBABY
Heron,Heron,HR79,Field,79,Triploid,Asex,HR79A,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR79,Field,79,Triploid,Asex,HR79B,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR79,Field,79,Triploid,Asex,HR79C,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR79,Field,79,Triploid,Asex,HR79D,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR79,Field,79,Triploid,Asex,HR79F,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR79,Field,79,Triploid,Asex,HR79H,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR79,Field,79,Triploid,Asex,HR79E,HR79E-GB,5.318,196,0.022727,0.0831,GRANDBABY
Heron,Heron,HR79,Field,79,Triploid,Asex,HR79G,HR79G-GB,4.467,259,0.017241,0.0526,GRANDBABY
Heron,Heron,HR80,Field,80,Triploid,Asex,HR80A,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR80,Field,80,Triploid,Asex,HR80B,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR80,Field,80,Triploid,Asex,HR80C,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR80,Field,80,Triploid,Asex,HR80G,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR80,Field,80,Triploid,Asex,HR80H,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Heron,Heron,HR80,Field,80,Triploid,Asex,HR80D,HR80D-GB,5.127,196,0.026549,0.0618,GRANDBABY
Heron,Heron,HR80,Field,80,Triploid,Asex,HR80EI,HR80EI-GB,4.843,203,0.022222,0.0712,GRANDBABY
Heron,Heron,HR80,Field,80,Triploid,Asex,HR80E,HR80E-GB,4.906,224,0.026786,#NULL!,GRANDBABY
Heron,Heron,HR80,Field,80,Triploid,Asex,HR80E,HR80E-GB,5.417,224,0.025424,0.0511,GRANDBABY
Kaniere,Kaniere01,KN141,Lab,141,Triploid,Asex,KN141D,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Kaniere,Kaniere01,KN141,Lab,141,Triploid,Asex,KN141F,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Kaniere,Kaniere01,KN141,Lab,141,Triploid,Asex,KN141A,KN141A-GB,5.122,177,0.028302,0.0721,GRANDBABY
Kaniere,Kaniere01,KN141,Lab,141,Triploid,Asex,KN141E,KN141E-GB,5.565,198,0.031915,0.0535,GRANDBABY
Kaniere,Kaniere01,KN141,Lab,141,Triploid,Asex,KN141B,KN141B-GB,5.375,210,0.023622,0.0648,GRANDBABY
Kaniere,Kaniere01,KN141,Lab,141,Triploid,Asex,KN141C,KN141C-GB,5.903,223,0.021277,0.0720,GRANDBABY
Kaniere,Kaniere01,KN141,Lab,141,Triploid,Asex,KN141H,KN141H-GB,5.280,224,0.017143,0.1078,GRANDBABY
Kaniere,Kaniere01,KN141,Lab,141,Triploid,Asex,KN141H1,KN141H1-GB,5.159,226,0.020548,0.0645,GRANDBABY
Kaniere,Kaniere01,KN141,Lab,141,Triploid,Asex,KN141G,KN141G-GB,5.564,243,0.016575,0.0897,GRANDBABY
Kaniere,Kaniere04,KN181,Lab,181,Triploid,Asex,KN181G,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Kaniere,Kaniere04,KN181,Lab,181,Triploid,Asex,KN181H,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Kaniere,Kaniere04,KN181,Lab,181,Triploid,Asex,KN181E1,KN181E1-GB,5.400,238,0.016949,0.0885,GRANDBABY
Kaniere,Kaniere04,KN181,Lab,181,Triploid,Asex,KN181E,KN181E-GB,4.674,240,0.016304,0.0835,GRANDBABY
Kaniere,Kaniere04,KN181,Lab,181,Triploid,Asex,KN181F,KN181F-GB,4.852,243,0.017544,0.0674,GRANDBABY
Kaniere,Kaniere04,KN181,Lab,181,Triploid,Asex,KN181B,KN181B-GB,5.465,244,0.017045,0.0804,GRANDBABY
Kaniere,Kaniere04,KN181,Lab,181,Triploid,Asex,KN181A,KN181A-GB,5.408,259,0.014634,0.1001,GRANDBABY
Kaniere,Kaniere04,KN181,Lab,181,Triploid,Asex,KN181F,KN181F-GB,5.713,285,0.012931,0.1078,GRANDBABY
Kaniere,Kaniere04,KN181,Lab,181,Triploid,Asex,KN181D,KN181D-GB,5.359,292,#NULL!,#NULL!,GRANDBABY
Kaniere,Kaniere04,KN181,Lab,181,Triploid,Asex,KN181C,KN181C-GB,5.453,306,0.011858,0.1029,GRANDBABY
Okareka,Okareka01,OK1-160,Lab,160,Triploid,Asex,OK1-160A,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Okareka,Okareka01,OK1-160,Lab,160,Triploid,Asex,OK1-160H,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Okareka,Okareka01,OK1-160,Lab,160,Triploid,Asex,OK1-160B,OK1-160B-GB,4.318,190,0.018634,0.1489,GRANDBABY
Okareka,Okareka01,OK1-160,Lab,160,Triploid,Asex,OK1-160F,OK1-160F-GB,4.921,204,#NULL!,#NULL!,GRANDBABY
Okareka,Okareka01,OK1-160,Lab,160,Triploid,Asex,OK1-160E,OK1-160E-GB,4.302,235,0.020979,0.0468,GRANDBABY
Okareka,Okareka01,OK1-160,Lab,160,Triploid,Asex,OK1-160G,OK1-160G-GB,4.581,241,0.024793,0.0382,GRANDBABY
Okareka,Okareka02,OK2-161,Lab,161,Triploid,Asex,OK2-161A,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Okareka,Okareka02,OK2-161,Lab,161,Triploid,Asex,OK2-161B,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Okareka,Okareka02,OK2-161,Lab,161,Triploid,Asex,OK2-161C,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Okareka,Okareka02,OK2-161,Lab,161,Triploid,Asex,OK2-161E,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Okareka,Okareka02,OK2-161,Lab,161,Triploid,Asex,OK2-161F,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Okareka,Okareka02,OK2-161,Lab,161,Triploid,Asex,OK2-161H,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Okareka,Okareka02,OK2-161,Lab,161,Triploid,Asex,OK2-161G,OK2-161G-GB,4.570,175,0.024590,0.0862,GRANDBABY
