Lake,Population,Family,Source,Cup#,Ploidy,SexAsex,G1Label,Grandbaby,FinalLength,AgeAtMaturity,GrowthPerDay3mm,Growthperday3toReproduction,DiedOrReproduced
Alexandrina,AlexIsoetes,AI1,Field,1,Triploid,Asex,AI1F,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI1,Field,1,Triploid,Asex,AI1G,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI1,Field,1,Triploid,Asex,AI1E,AI1E-GB,4.351,201,0.028302,0.0458,GRANDBABY
Alexandrina,AlexIsoetes,AI1,Field,1,Triploid,Asex,AI1A1,AI1A1-GB,#NULL!,215,0.022388,#NULL!,GRANDBABY
Alexandrina,AlexIsoetes,AI1,Field,1,Triploid,Asex,AI1B,AI1B-GB,5.074,220,0.020548,0.0686,GRANDBABY
Alexandrina,AlexIsoetes,AI1,Field,1,Triploid,Asex,AI1D,AI1D-GB,4.629,313,#NULL!,#NULL!,GRANDBABY
Alexandrina,AlexIsoetes,AI1,Field,1,Triploid,Asex,AI1H,AI1H-GB,4.886,416,0.008772,0.0660,GRANDBABY
Alexandrina,AlexIsoetes,AI2,Field,2,Diploid,Sex,AI2B,,#NULL!,#NULL!,0.019608,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI2,Field,2,Diploid,Sex,AI2C,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI2,Field,2,Diploid,Sex,AI2D,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI2,Field,2,Diploid,Sex,AI2E,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI2,Field,2,Diploid,Sex,AI2F,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI2,Field,2,Diploid,Sex,AI2G,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI2,Field,2,Diploid,Sex,AI2H,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI2,Field,2,Diploid,Sex,AI2A,AI2A-GB,5.527,362,0.019608,0.0264,GRANDBABY
Alexandrina,AlexIsoetes,AI3,Field,3,Triploid,Asex,AI3A,,#NULL!,#NULL!,0.012000,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI3,Field,3,Triploid,Asex,AI3B,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI3,Field,3,Triploid,Asex,AI3C,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI3,Field,3,Triploid,Asex,AI3D,,#NULL!,#NULL!,0.016393,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI3,Field,3,Triploid,Asex,AI3E,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI3,Field,3,Triploid,Asex,AI3F,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI3,Field,3,Triploid,Asex,AI3G,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI3,Field,3,Triploid,Asex,AI3H,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI4,Field,4,Triploid,Asex,AI4A,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI4,Field,4,Triploid,Asex,AI4B,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI4,Field,4,Triploid,Asex,AI4C,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI4,Field,4,Triploid,Asex,AI4E,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI4,Field,4,Triploid,Asex,AI4H,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI4,Field,4,Triploid,Asex,AI4G,AI4G-GB,4.249,257,0.017751,0.0483,GRANDBABY
Alexandrina,AlexIsoetes,AI4,Field,4,Triploid,Asex,AI4F,AI4F-GB,4.539,359,0.010417,0.0639,GRANDBABY
Alexandrina,AlexIsoetes,AI4,Field,4,Triploid,Asex,AI4D,AI4D-GB,5.335,526,0.006579,0.0762,GRANDBABY
Alexandrina,AlexIsoetes,AI6,Field,6,Triploid,Asex,AI6A,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI6,Field,6,Triploid,Asex,AI6B,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI6,Field,6,Triploid,Asex,AI6E,,#NULL!,#NULL!,0.013216,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI6,Field,6,Triploid,Asex,AI6H,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI6,Field,6,Triploid,Asex,AI6G,AI6G-GB,3.998,212,0.023077,0.0488,GRANDBABY
Alexandrina,AlexIsoetes,AI6,Field,6,Triploid,Asex,AI6C,AI6C-GB,4.957,241,0.015957,0.0935,GRANDBABY
Alexandrina,AlexIsoetes,AI6,Field,6,Triploid,Asex,AI6D,AI6D-GB,5.308,285,0.017241,0.0478,GRANDBABY
Alexandrina,AlexIsoetes,AI6,Field,6,Triploid,Asex,AI6F,AI6F-GB,4.677,310,#NULL!,#NULL!,GRANDBABY
Alexandrina,AlexIsoetes,AI7,Field,7,Triploid,Asex,AI7B,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI7,Field,7,Triploid,Asex,AI7C,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI7,Field,7,Triploid,Asex,AI7A,AI7A-GB,5.076,380,0.021583,0.0211,GRANDBABY
Alexandrina,AlexIsoetes,AI10,Field,10,Triploid,Asex,AI10A,,#NULL!,#NULL!,0.012097,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI10,Field,10,Triploid,Asex,AI10B,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI10,Field,10,Triploid,Asex,AI10C,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI10,Field,10,Triploid,Asex,AI10E,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI10,Field,10,Triploid,Asex,AI10F,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI10,Field,10,Triploid,Asex,AI10G,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI10,Field,10,Triploid,Asex,AI10G,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI10,Field,10,Triploid,Asex,AI10H,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI10,Field,10,Triploid,Asex,AI10D,AI10D-GB,5.586,350,0.015873,0.0347,GRANDBABY
Alexandrina,AlexIsoetes,AI12,Field,12,Triploid,Asex,AI12B,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI12,Field,12,Triploid,Asex,AI12C,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI12,Field,12,Triploid,Asex,AI12D,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI12,Field,12,Triploid,Asex,AI12E,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI12,Field,12,Triploid,Asex,AI12F,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI12,Field,12,Triploid,Asex,AI12G,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI12,Field,12,Triploid,Asex,AI12H,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI12,Field,12,Triploid,Asex,AI12A,AI12A-GB,5.092,166,0.030928,0.0738,GRANDBABY
Alexandrina,AlexIsoetes,AI13,Field,13,Diploid,Sex,AI13B,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI13,Field,13,Diploid,Sex,AI13C,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI13,Field,13,Diploid,Sex,AI13D,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI13,Field,13,Diploid,Sex,AI13E,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI13,Field,13,Diploid,Sex,AI13G,,#NULL!,#NULL!,0.010638,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI13,Field,13,Diploid,Sex,AI13F,AI13F-GB,5.618,380,0.009375,0.0936,GRANDBABY
Alexandrina,AlexIsoetes,AI13,Field,13,Diploid,Sex,AI13A,AI13A-GB,5.016,381,0.012295,0.0366,GRANDBABY
Alexandrina,AlexIsoetes,AI13,Field,13,Diploid,Sex,AI13H,AI13H-GB,4.093,397,0.010638,0.0356,GRANDBABY
Alexandrina,AlexIsoetes,AI16,Field,16,Diploid,Sex,AI16A,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI16,Field,16,Diploid,Sex,AI16B,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI16,Field,16,Diploid,Sex,AI16C,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI16,Field,16,Diploid,Sex,AI16E,,#NULL!,#NULL!,0.030303,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI16,Field,16,Diploid,Sex,AI16G,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI16,Field,16,Diploid,Sex,AI16D,AI16D-GB,5.180,378,0.029703,0.0187,GRANDBABY
Alexandrina,AlexIsoetes,AI16,Field,16,Diploid,Sex,AI16F,AI16F-GB,4.869,459,0.010870,0.0266,GRANDBABY
Alexandrina,AlexIsoetes,AI17,Field,17,Triploid,Asex,AI17D,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI17,Field,17,Triploid,Asex,AI17E,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI17,Field,17,Triploid,Asex,AI17F,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI17,Field,17,Triploid,Asex,AI17G,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI17,Field,17,Triploid,Asex,AI17H,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI17,Field,17,Triploid,Asex,AI17C,AI17C-GB,6.033,430,0.012448,0.0319,GRANDBABY
Alexandrina,AlexIsoetes,AI18,Field,18,Triploid,Asex,AI18A,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI18,Field,18,Triploid,Asex,AI18B,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI18,Field,18,Triploid,Asex,AI18E,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI18,Field,18,Triploid,Asex,AI18D,AI18D-GB,5.370,250,0.032609,0.0340,GRANDBABY
Alexandrina,AlexIsoetes,AI18,Field,18,Triploid,Asex,AI18C,AI18C-GB,5.202,315,0.022388,0.0287,GRANDBABY
Alexandrina,AlexIsoetes,AI18,Field,18,Triploid,Asex,AI18D,AI18D-GB,4.786,329,0.011029,0.0840,GRANDBABY
Alexandrina,AlexIsoetes,AI19,Field,19,Triploid,Asex,AI19A,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI19,Field,19,Triploid,Asex,AI19B,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI19,Field,19,Triploid,Asex,AI19D,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI19,Field,19,Triploid,Asex,AI19E,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI19,Field,19,Triploid,Asex,AI19G,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexIsoetes,AI19,Field,19,Triploid,Asex,AI19H,AI19H-GB,4.603,184,0.032609,0.0500,GRANDBABY
Alexandrina,AlexIsoetes,AI19,Field,19,Triploid,Asex,AI19F,AI19F-GB,4.995,243,0.019608,0.0555,GRANDBABY
Alexandrina,AlexIsoetes,AI19,Field,19,Triploid,Asex,AI19C,AI19C-GB,4.014,270,0.019108,0.0355,GRANDBABY
Alexandrina,AlexIsoetes,AI19,Field,19,Triploid,Asex,AI19CI,AI19C1-GB,3.959,493,0.006865,0.0707,GRANDBABY
Alexandrina,AlexShallow,AS21,Field,21,Triploid,Asex,AS21A,AS21A-GB,4.413,163,0.037500,0.0532,GRANDBABY
Alexandrina,AlexShallow,AS21,Field,21,Triploid,Asex,AS21HI,AS21H1-GB,4.875,221,0.024590,0.0492,GRANDBABY
Alexandrina,AlexShallow,AS21,Field,21,Triploid,Asex,AS21H,AS21H-GB,4.566,226,0.024590,0.0439,GRANDBABY
Alexandrina,AlexShallow,AS21,Field,21,Triploid,Asex,AS21E,AS21E-GB,4.651,231,#NULL!,#NULL!,GRANDBABY
Alexandrina,AlexShallow,AS21,Field,21,Triploid,Asex,AS21C,AS21C-GB,3.969,235,#NULL!,#NULL!,GRANDBABY
Alexandrina,AlexShallow,AS21,Field,21,Triploid,Asex,AS21F,AS21F-GB,4.851,242,0.017544,0.0683,GRANDBABY
Alexandrina,AlexShallow,AS21,Field,21,Triploid,Asex,AS21D,AS21D-GB,5.239,332,#NULL!,#NULL!,GRANDBABY
Alexandrina,AlexShallow,AS21,Field,21,Triploid,Asex,AS21B,AS21B-GB,4.496,345,#NULL!,#NULL!,GRANDBABY
Alexandrina,AlexShallow,AS21,Field,21,Triploid,Asex,AS21G,AS21G-GB,4.878,450,0.007353,0.1161,GRANDBABY
Alexandrina,AlexShallow,AS22,Field,22,Diploid,Sex,AS22B,,#NULL!,#NULL!,0.026786,#NULL!,DEAD
Alexandrina,AlexShallow,AS22,Field,22,Diploid,Sex,AS22D,,#NULL!,#NULL!,0.015385,#NULL!,DEAD
Alexandrina,AlexShallow,AS22,Field,22,Diploid,Sex,AS22F,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexShallow,AS22,Field,22,Diploid,Sex,AS22G,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexShallow,AS22,Field,22,Diploid,Sex,AS22A,,#NULL!,#NULL!,0.025000,#NULL!,DEAD
Alexandrina,AlexShallow,AS22,Field,22,Diploid,Sex,AS22C,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexShallow,AS22,Field,22,Diploid,Sex,AS22D,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexShallow,AS22,Field,22,Diploid,Sex,AS22E,AS22E-GB,4.634,301,0.025424,0.0253,GRANDBABY
Alexandrina,AlexShallow,AS26,Field,26,Triploid,Asex,AS26F,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexShallow,AS26,Field,26,Triploid,Asex,AS26G,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexShallow,AS26,Field,26,Triploid,Asex,AS26H,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexShallow,AS26,Field,26,Triploid,Asex,AS26A,AS26A-GB,5.083,117,0.031915,0.2210,GRANDBABY
Alexandrina,AlexShallow,AS26,Field,26,Triploid,Asex,AS26D,AS26D-GB,5.197,135,0.024590,0.3998,GRANDBABY
Alexandrina,AlexShallow,AS26,Field,26,Triploid,Asex,AS26D1,AS26D1-GB,#NULL!,180,0.028302,#NULL!,GRANDBABY
Alexandrina,AlexShallow,AS26,Field,26,Triploid,Asex,AS26C,AS26C-GB,#NULL!,205,0.027778,#NULL!,GRANDBABY
Alexandrina,AlexShallow,AS26,Field,26,Triploid,Asex,AS26B,AS26B-GB,4.272,217,#NULL!,#NULL!,GRANDBABY
Alexandrina,AlexShallow,AS27,Field,27,Triploid,Asex,AS27A,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexShallow,AS27,Field,27,Triploid,Asex,AS27F,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexShallow,AS27,Field,27,Triploid,Asex,AS27G,,#NULL!,#NULL!,0.015707,#NULL!,DEAD
Alexandrina,AlexShallow,AS27,Field,27,Triploid,Asex,AS27H,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexShallow,AS27,Field,27,Triploid,Asex,AS27E,AS27E-GB,5.140,154,#NULL!,#NULL!,GRANDBABY
Alexandrina,AlexShallow,AS27,Field,27,Triploid,Asex,AS27D,AS27D-GB,5.147,242,0.020000,0.0559,GRANDBABY
Alexandrina,AlexShallow,AS27,Field,27,Triploid,Asex,AS27C,AS27C-GB,5.282,308,0.023256,0.0295,GRANDBABY
Alexandrina,AlexShallow,AS27,Field,27,Triploid,Asex,AS27B,AS27B-GB,5.360,336,0.011450,0.0724,GRANDBABY
Alexandrina,AlexShallow,AS31,Field,31,Diploid,Sex,AS31A,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexShallow,AS31,Field,31,Diploid,Sex,AS31A,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexShallow,AS31,Field,31,Diploid,Sex,AS31D,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexShallow,AS31,Field,31,Diploid,Sex,AS31G,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexShallow,AS31,Field,31,Diploid,Sex,AS31F,,#NULL!,#NULL!,0.009646,#NULL!,DEAD
Alexandrina,AlexShallow,AS31,Field,31,Diploid,Sex,AS31H,AS31H-GB,5.186,282,0.027778,0.0298,GRANDBABY
Alexandrina,AlexShallow,AS31,Field,31,Diploid,Sex,AS31C,AS31C-GB,5.338,338,#NULL!,#NULL!,GRANDBABY
Alexandrina,AlexShallow,AS31,Field,31,Diploid,Sex,AS31B,AS31B-GB,5.267,396,0.027778,0.0183,GRANDBABY
Alexandrina,AlexShallow,AS31,Field,31,Diploid,Sex,AS31B,,5.301,399,0.023256,0.0196,GRANDBABY
Alexandrina,AlexShallow,AS31,Field,31,Diploid,Sex,AS31E,AS31E-GB,4.791,647,0.010601,0.0132,GRANDBABY
Alexandrina,AlexShallow,AS32,Field,32,Triploid,Asex,AS32E,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexShallow,AS32,Field,32,Triploid,Asex,AS32G,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexShallow,AS32,Field,32,Triploid,Asex,AS32B,AS32B-GB,5.600,159,0.043478,0.0622,GRANDBABY
Alexandrina,AlexShallow,AS32,Field,32,Triploid,Asex,AS32D,AS32D-GB,5.264,187,0.028302,0.0650,GRANDBABY
Alexandrina,AlexShallow,AS32,Field,32,Triploid,Asex,AS32H,AS32H-GB,#NULL!,252,0.026087,#NULL!,GRANDBABY
Alexandrina,AlexShallow,AS32,Field,32,Triploid,Asex,AS32C,AS32C-GB,5.992,259,0.024000,0.0447,GRANDBABY
Alexandrina,AlexShallow,AS32,Field,32,Triploid,Asex,AS32F,AS32F-GB,5.259,271,#NULL!,#NULL!,GRANDBABY
Alexandrina,AlexShallow,AS32,Field,32,Triploid,Asex,AS32A,AS32A-GB,5.177,294,#NULL!,#NULL!,GRANDBABY
Alexandrina,AlexShallow,AS35,Field,35,Triploid,Asex,AS35A,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexShallow,AS35,Field,35,Triploid,Asex,AS35D,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexShallow,AS35,Field,35,Triploid,Asex,AS35E,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexShallow,AS35,Field,35,Triploid,Asex,AS35F,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexShallow,AS35,Field,35,Triploid,Asex,AS35G,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexShallow,AS35,Field,35,Triploid,Asex,AS35H,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexShallow,AS35,Field,35,Triploid,Asex,AS35C,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexShallow,AS35,Field,35,Triploid,Asex,AS35B,AS35B-GB,#NULL!,184,0.019108,#NULL!,GRANDBABY
Alexandrina,AlexShallow,AS36,Field,36,Triploid,Asex,AS36D,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexShallow,AS36,Field,36,Triploid,Asex,AS36E,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexShallow,AS36,Field,36,Triploid,Asex,AS36F,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexShallow,AS36,Field,36,Triploid,Asex,AS36H,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexShallow,AS36,Field,36,Triploid,Asex,AS36G,AS36G-GB,5.085,185,0.027027,0.0687,GRANDBABY
Alexandrina,AlexShallow,AS36,Field,36,Triploid,Asex,AS36A,AS36A-GB,4.874,379,0.025424,0.0187,GRANDBABY
Alexandrina,AlexShallow,AS37,Field,37,Diploid,Sex,AS37A,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexShallow,AS37,Field,37,Diploid,Sex,AS37D,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexShallow,AS37,Field,37,Diploid,Sex,AS37E,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexShallow,AS37,Field,37,Diploid,Sex,AS37F,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexShallow,AS37,Field,37,Diploid,Sex,AS37G,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexShallow,AS37,Field,37,Diploid,Sex,AS37H,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexShallow,AS37,Field,37,Diploid,Sex,AS37C,AS37C-GB,5.063,275,0.031915,0.0280,GRANDBABY
Alexandrina,AlexShallow,AS37,Field,37,Diploid,Sex,AS37B,AS37B-GB,5.205,385,0.017544,0.0243,GRANDBABY
Alexandrina,AlexShallow,AS38,Field,38,Diploid,Sex,AS38A,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexShallow,AS38,Field,38,Diploid,Sex,AS38A,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexShallow,AS38,Field,38,Diploid,Sex,AS38B,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexShallow,AS38,Field,38,Diploid,Sex,AS38D,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexShallow,AS38,Field,38,Diploid,Sex,AS38E,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexShallow,AS38,Field,38,Diploid,Sex,AS38F,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexShallow,AS38,Field,38,Diploid,Sex,AS38H,AS38H-GB,5.250,105,#NULL!,#NULL!,GRANDBABY
Alexandrina,AlexShallow,AS38,Field,38,Diploid,Sex,AS38G,AS38G-GB,5.432,247,#NULL!,#NULL!,GRANDBABY
Alexandrina,AlexShallow,AS38,Field,38,Diploid,Sex,AS38C,AS38C-GB,4.350,313,0.015789,0.0354,GRANDBABY
Alexandrina,AlexShallow,AS38,Field,38,Diploid,Sex,AS38G1,AS38G1-GB,5.636,320,#NULL!,#NULL!,GRANDBABY
Alexandrina,AlexShallow,AS39,Field,39,Triploid,Asex,AS39E,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Alexandrina,AlexShallow,AS39,Field,39,Triploid,Asex,AS39A,AS39A-GB,5.940,144,#NULL!,#NULL!,GRANDBABY
Alexandrina,AlexShallow,AS39,Field,39,Triploid,Asex,AS39G,AS39G-GB,5.512,154,0.035294,0.0799,GRANDBABY
Alexandrina,AlexShallow,AS39,Field,39,Triploid,Asex,AS39D,AS39D-GB,#NULL!,156,#NULL!,#NULL!,GRANDBABY
Alexandrina,AlexShallow,AS39,Field,39,Triploid,Asex,AS39C,AS39C-GB,5.627,196,#NULL!,#NULL!,GRANDBABY
Alexandrina,AlexShallow,AS39,Field,39,Triploid,Asex,AS39H,AS39H-GB,4.070,200,#NULL!,#NULL!,GRANDBABY
Alexandrina,AlexShallow,AS39,Field,39,Triploid,Asex,AS39B,AS39B-GB,#NULL!,213,#NULL!,#NULL!,GRANDBABY
Alexandrina,AlexShallow,AS39,Field,39,Triploid,Asex,AS39F,AS39F-GB,6.113,275,0.035294,0.0322,GRANDBABY
Alexandrina,AlexShallow,AS39,Field,39,Triploid,Asex,AS39F1,AS39F1-GB,4.121,296,0.015228,0.0416,GRANDBABY
Clearwater,Clearwater01,CW1-146,Lab,146,Triploid,Asex,CW1-146B,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Clearwater,Clearwater01,CW1-146,Lab,146,Triploid,Asex,CW1-146C,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Clearwater,Clearwater01,CW1-146,Lab,146,Triploid,Asex,CW1-146F,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Clearwater,Clearwater01,CW1-146,Lab,146,Triploid,Asex,CW1-146G,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Clearwater,Clearwater01,CW1-146,Lab,146,Triploid,Asex,CW1-146H,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Clearwater,Clearwater01,CW1-146,Lab,146,Triploid,Asex,CW1-146I,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Clearwater,Clearwater01,CW1-146,Lab,146,Triploid,Asex,CW1-146J,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Clearwater,Clearwater01,CW1-146,Lab,146,Triploid,Asex,CW1-146L,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
Clearwater,Clearwater01,CW1-146,Lab,146,Triploid,Asex,CW1-146A,CW1-146A-GB,#NULL!,177,0.021898,#NULL!,GRANDBABY
Clearwater,Clearwater01,CW1-146,Lab,146,Triploid,Asex,CW1-146E,CW1-146E-GB,4.321,183,0.025000,0.0686,GRANDBABY
Clearwater,Clearwater01,CW1-146,Lab,146,Triploid,Asex,CW1-146D,CW1-146D-GB,3.403,248,0.015544,0.0619,GRANDBABY
Clearwater,Clearwater01,CW1-146,Lab,146,Triploid,Asex,CW1-146K,CW1-146K-GB,3.826,438,0.007335,0.1319,GRANDBABY
Clearwater,Clearwater04,CW1-147,Lab,147,Triploid,Asex,CW4-147F,,#NULL!,#NULL!,#NULL!,#NULL!,DEAD
