Status,Population,Family,Ageatmaturity,Finallength,growthrate3mm,Ageatmaturitytimes100,Finallengthtimes100,growthratetimes100,Ageatmaturityboxcox,Finallengthboxcox,growthrate3mmboxcox,ResidualAgeatmaturity,ResidualFinallength
Native,Poerua95,PO95-189,211,6.056,.025,21100,605.6,2.5,.274059,605.6,.91629,.0692321675540796,1.72206622106135
Native,Poerua95,PO95-189,218,5.697,.02,21800,569.7,2,.272898,569.7,.69315,.279950657479183,1.24309066380176
Native,Poerua95,PO95-189,289,5.486,.022388,28900,548.6,2.2388,.263077,548.6,.80648,-.930236162862551,.811102145917321
Native,Rotoiti0,RI3-164, , , , , , , , , , , 
Native,Rotoiti0,RI3-164, , , , , , , , , , , 
Native,Rotoiti0,RI3-164, , , , , , , , , , , 
Native,Rotoiti0,RI3-164, ,4.169, , ,416.9, , ,416.9, , , 
Native,Rotoiti0,RI3-164,294, , ,29400, , ,.262491, , , , 
Native,Rotoiti0,RI3-164,312,4.182,.013216,31200,418.2,1.3216,.260471,418.2,.27763,-.415395748721555,-1.10204698783538
Native,Rotoiti0,RI3-164,315,4.299,.019355,31500,429.9,1.9355,.260147,429.9,.66269,-1.02565124265137,-1.1381858649353
Native,Rotoiti0,RI3-164,346,4.59,.013889,34600,459,1.3889,.256992,459,.3293,-.861329353839431,-.433412919109065
Native,Rotoiti0,RI4-171, , ,.029126, , ,2.9126, , ,1.06815, , 
Native,RotoroaS,RS83, , , , , , , , , , , 
Native,RotoroaS,RS83, , , , , , , , , , , 
Native,RotoroaS,RS83, , , , , , , , , , , 
Native,RotoroaS,RS83, , , , , , , , , , , 
Native,RotoroaS,RS83, , ,.019108, , ,1.9108, , ,.6471, , 
Native,RotoroaS,RS83,338,4.981,.016854,33800,498.1,1.6854,.257775,498.1,.52473,-1.07065759729202,.117553949658615
Native,RotoroaS,RS83,348,5.045,.013761,34800,504.5,1.3761,.2568,504.5,.32208,-.870875898468195,.352154666931723
Native,RotoroaS,RS83,350,4.045,.011538,35000,404.5,1.1538,.256609,404.5,.13976,-.618424599227887,-1.25238535786779
Native,RotoroaS,RS88, , ,.007752, , ,.7752, , ,-.24846, , 
Native,RotoroaS,RS88, , , , , , , , , , , 
Native,RotoroaS,RS88, , , , , , , , , , , 
Native,RotoroaS,RS88, , , , , , , , , , , 
Native,RotoroaS,RS88, , , , , , , , , , , 
Native,RotoroaS,RS88, , , , , , , , , , , 
Native,RotoroaS,RS88,252,5.237,.015625,25200,523.7,1.5625,.267805,523.7,.44469,.111885046975999,.606306917641634
Native,RotoroaS,RS88,320,4.61,.016575,32000,461,1.6575,.259615,461,.50682,-.848894497385442,-.508338992032832
Native,RotoroaS,RS97, , ,.018293, , ,1.8293, , ,.60432, , 
Native,RotoroaS,RS97, , ,.016575, , ,1.6575, , ,.50682, , 
Native,RotoroaS,RS97, , ,.017544, , ,1.7544, , ,.55962, , 
Native,RotoroaS,RS97,248,4.651,.019608,24800,465.1,1.9608,.268362,465.1,.67294,-.170479192858306,-.540196651119417
Native,RotoroaS,RS97,249,5.543,.019108,24900,554.3,1.9108,.268222,554.3,.6471,-.146666174270387,1.00705346856929
Native,RotoroaS,RS97,263,4.694, ,26300,469.4, ,.266321,469.4, , , 
Native,RotoroaS,RS97,273,4.889,.016304,27300,488.9,1.6304,.265032,488.9,.48858,-.247600935957125,-.0181377193073456
Native,RotoroaS,RS97,359,4.596,.015075,35900,459.6,1.5075,.255763,459.6,.41211,-1.11541683009737,-.474080832391948
Native,RotoroaS,RS98, , ,.027778, , ,2.7778, , ,1.02245, , 
Native,RotoroaS,RS98, , ,.025424, , ,2.5424, , ,.93216, , 
Native,RotoroaS,RS98, , ,.022388, , ,2.2388, , ,.80648, , 
Native,RotoroaS,RS98, , ,.025, , ,2.5, , ,.91629, , 
Native,RotoroaS,RS98, , ,.02, , ,2, , ,.69315, , 
Native,RotoroaS,RS98, , ,.022388, , ,2.2388, , ,.80648, , 
Native,RotoroaS,RS98,322,4.947,.018182,32200,494.7,1.8182,.259405,494.7,.59884,-1.00877873829498,.0135705481477136
Native,RotoroaS,RS98,334,4.2,.015385,33400,420,1.5385,.258174,420,.43178,-.889354993446676,-1.16602264966635
Native,Selfe,S103, , , , , , , , , , , 
Native,Selfe,S103, , , , , , , , , , , 
Native,Selfe,S103, , , , , , , , , , , 
Native,Selfe,S103, , ,.013216, , ,1.3216, , ,.27763, , 
Native,Selfe,S103,212,4.905,.014493,21200,490.5,1.4493,.27389,490.5,.37156,.866060590022065,.0813546130344585
Native,Selfe,S103,217,4.673,.014778,21700,467.3,1.4778,.273061,467.3,.39204,.747584256418339,-.329537839122639
Native,Selfe,S103,218,4.728,.022388,21800,472.8,2.2388,.272898,472.8,.80648,.110446336351092,-.49019855670772
Native,Selfe,S103,252,4.258,.013333,25200,425.8,1.3333,.267805,425.8,.28518,.350459425014841,-.976220490403689
Native,Selfe,S103,320,4.949,.027778,32000,494.9,2.7778,.259615,494.9,1.02245,-1.62010700160567,-.243722225543679
Native,Selfe,S103,350,5.053,.010204,35000,505.3,1.0204,.256609,505.3,.0198,-.439003983658081,.551938005126061
Native,Selfe,S109, , , , , , , , , , , 
Native,Selfe,S109,177,4.343,.027778,17700,434.3,2.7778,.280391,434.3,1.02245,.581422333865534,-1.28407608542597
Native,Selfe,S109,179,5.071,.016854,17900,507.1,1.6854,.279981,507.1,.52473,1.28240172228218,.272061948651034
Native,Selfe,S109,182,4.883,.013761,18200,488.3,1.3761,.279377,488.3,.32208,1.52149644495371,.0740402687453688
Native,Selfe,S109,197,4.366,.011538,19700,436.6,1.1538,.276515,436.6,.13976,1.49091516549535,-.701306828128157
Native,Selfe,S109,205, ,.007752,20500, ,.7752,.275088, ,-.24846,1.92035222098299, 
Native,Selfe,S109,210,4.691, ,21000,469.1, ,.274228,469.1, , , 
Native,Selfe,S109,407,4.559,.012821,40700,455.9,1.2821,.251624,455.9,.24686,-1.30684653793906,-.435891624482562
Native,Selfe,S109,434,4.952,.026087,43400,495.2,2.6087,.249532,495.2,.95935,-2.59417553778067,-.199734753533895
Native,Selfe,S113, , , , , , , , , , , 
Native,Selfe,S113, , , , , , , , , , , 
Native,Selfe,S113, , ,.015625, , ,1.5625, , ,.44469, , 
Native,Selfe,S113, , ,.016575, , ,1.6575, , ,.50682, , 
Native,Selfe,S113, , ,.016216, , ,1.6216, , ,.48243, , 
Native,Selfe,S113, , , , , , , , , , , 
Native,Selfe,S113,642,4.233,.008043,64200,423.3,.8043,.237149,423.3,-.22314,-2.13772519213871,-.706275223115934
Native,Selfe,S115, , ,.013043, , ,1.3043, , ,.26236, , 
Native,Selfe,S115, , ,.019608, , ,1.9608, , ,.67294, , 
Native,Selfe,S115, , ,.019108, , ,1.9108, , ,.6471, , 
Native,Selfe,S115, , , , , , , , , , , 
Native,Selfe,S115,228,5.086,.016304,22800,508.6,1.6304,.271312,508.6,.48858,.417859413809875,.320063122931617
Native,Selfe,S115,297,4.774,.02381,29700,477.4,2.381,.262145,477.4,.8671,-1.11966310190007,-.448538600239825
Native,Selfe,S115,312,4.755,.021898,31200,475.5,2.1898,.260471,475.5,.7839,-1.17260877843584,-.429948469253957
Native,Selfe,S115,324,3.959,.026087,32400,395.9,2.6087,.259197,395.9,.95935,-1.57002358228735,-1.90447300908359
Native,Selfe,S115,595, ,.007634,59500, ,.7634,.239504, ,-.27444,-1.81144967185696, 
Native,Selfe,S116, , , , , , , , , , , 
Native,Selfe,S116, , , , , , , , , , , 
Native,Selfe,S116, , , , , , , , , , , 
Native,Selfe,S116, , ,.018182, , ,1.8182, , ,.59884, , 
Native,Selfe,S116, , ,.015385, , ,1.5385, , ,.43178, , 
Native,Selfe,S116, , , , , , , , , , , 
Native,Selfe,S116, , , , , , , , , , , 
Native,Selfe,S116,164, ,.019355,16400, ,1.9355,.283185, ,.66269,1.41557097676457, 
Native,Taupo04,TP4-150, , , , , , , , , , , 
Native,Taupo04,TP4-150, , ,.014493, , ,1.4493, , ,.37156, , 
Native,Taupo04,TP4-150, , ,.014778, , ,1.4778, , ,.39204, , 
Native,Taupo04,TP4-150, , ,.022388, , ,2.2388, , ,.80648, , 
Native,Taupo04,TP4-150, , ,.013333, , ,1.3333, , ,.28518, , 
Native,Taupo04,TP4-150, , ,.027778, , ,2.7778, , ,1.02245, , 
Native,Taupo04,TP4-150, , ,.010204, , ,1.0204, , ,.0198, , 
Native,Taupo04,TP4-150, , , , , , , , , , , 
Native,Taylor04,Ty4-149, , ,.027778, , ,2.7778, , ,1.02245, , 
Native,Taylor04,Ty4-149, , , , , , , , , , , 
Native,Taylor04,Ty4-149, , , , , , , , , , , 
Native,Taylor04,Ty4-149, , , , , , , , , , , 
Native,Taylor04,Ty4-149, , , , , , , , , , , 
Native,Taylor04,Ty4-149, , , , , , , , , , , 
Native,Taylor04,Ty4-149,158,4.456,.026549,15800,445.6,2.6549,.28456,445.6,.97456,1.0948181715036,-1.06060705494353
Native,Taylor04,Ty4-149,161,5.075,.032609,16100,507.5,3.2609,.283866,507.5,1.18173,.711420417880588,-.125445734916276
Native,Taylor04,Ty4-149,210,4.629,.023622,21000,462.9,2.3622,.274228,462.9,.85866,.173335739039319,-.692273447145441
Native,Waikarem,WK1-148, , , , , , , , , , , 
Native,Waikarem,WK1-148, , ,.026786, , ,2.6786, , ,.98582, , 
Native,Waikarem,WK1-148, , , , , , , , , , , 
Native,Waikarem,WK1-148,140,5.198,.027778,14000,519.8,2.7778,.28907,519.8,1.02245,1.50109277584448,.183749905002014
Native,Waikarem,WK1-148,153, ,.028571,15300, ,2.8571,.285753, ,1.05082,1.10717462381957, 
Native,Waikarem,WK1-148,197, ,.020979,19700, ,2.0979,.276515, ,.74194,.590252392205703, 
Native,Waikarem,WK1-148,200,4.916,.020979,20000,491.6,2.0979,.275973,491.6,.74194,.532819349279953,-.127725008266377
Native,Waikarem,WK1-148,234,4.646, ,23400,464.6, ,.270397,464.6, , , 
